PMID,Title,Abstract,Journal,Year,Authors,Cleaned_Abstract,Categories,Research_Type,Trial_Phase,Diseases,Treatments
40555507,Digital interventions for common mental health problems among older adults in low- and middle-income countries: a scoping review.,"The proportion of older adults is projected to rise dramatically in most parts of the world, and in 2050, 80% of all older adults (≥65 years) will reside in low- and middle-income countries. Developing digital interventions tailored to this population will be a crucial part in appropriately addressing the challenges associated with the upcoming demographic changes. The objective of this scoping review was to map all published research on digital interventions for common mental health problems among older adults conducted in low- and middle-income countries. We conducted a literature search in four databases (PubMed, Embase, Scopus and Cochrane Library) and conducted hand searches of existing reviews and reference lists of included studies. Eligibility criteria were that (1) the study investigated or discussed digital interventions for common mental health problems (depression, anxiety, sleep problems and/or substance use problems), (2) the study concerned older adults (at least 60 years or older), (3) the study was conducted in a low- or middle-income country and (4) the study was published in English in a peer-reviewed academic journal. Two reviewers independently screened, reviewed and extracted data. Out of 1344 identified studies, 6 were included. The hand searches rendered no additional studies, leaving a total of six included studies. Four of these studies included quantitative data: of these, three were randomised controlled trials and one was a feasibility study. All focused on depression/loneliness and were published in middle-income countries (South Africa, Brazil and Turkey), and showed promising results in terms of reductions in social isolation and depression. In addition, two expert opinions had been published, both also conducted in a middle-income country (India). Despite the projected demographic transition, surprisingly little research appears to have been conducted on digital interventions for common mental health disorders among older adults in low- and middle-income countries. https://osf.io/bmdnv Open Science Framework.",BMJ global health,2025,Indranil Saha; Christopher Sundström; Arun Kandasamy; Martin Kraepelien; Neha Dayia; Asim Saha; Nitya Jayaram-Lindström; Amit Chakrabarti; Vivek Benegal,proportion old adult project rise dramatically part world 2050 80 old adult ≥65 year reside low- middle income country develop digital intervention tailor population crucial appropriately address challenge associate upcoming demographic change objective scoping review map publish research digital intervention common mental health problem old adult conduct low- middle income country conduct literature search database pubmed embase scopus cochrane library conduct hand search exist review reference list include study eligibility criterion 1 study investigate discuss digital intervention common mental health problem depression anxiety sleep problem and/or substance use problem 2 study concern old adult 60 year old 3 study conduct low- middle income country 4 study publish english peer review academic journal reviewer independently screen review extract datum 1344 identify study 6 include hand search render additional study leave total include study study include quantitative datum randomise control trial feasibility study focus depression loneliness publish middle income country south africa brazil turkey show promising result term reduction social isolation depression addition expert opinion publish conduct middle income country india despite project demographic transition surprisingly little research appear conduct digital intervention common mental health disorder old adult low- middle income country https://osf.io/bmdnv open science framework,review,review,,,
40555502,"Best practice for tobacco smoking policies within an acute substance use disorder care facility: considerations from a withdrawal management setting in British Columbia, Canada.","Smoking-related illness has historically been a major cause of death in persons with substance use disorders. Smoking cessation has the potential to support improved substance use disorder outcomes, as well as improved physical and mental health outcomes in persons receiving other substance use disorder treatment. However, tobacco abstinence-oriented policies within substance use disorder care settings may create barriers to clients who are uninterested in quitting smoking being able to access other potentially lifesaving substance use disorder treatment. In British Columbia, where the drug toxicity crisis has become the leading cause of unnatural death, reducing barriers to accessing substance use disorder treatment is a key public health priority. We present a <b>reflection on considerations from a withdrawal management setting</b> of a smoking policy change within that facility and review the potential benefits and harms of permissive smoking policies within substance use disorder care environments. Benefits include the elimination of a barrier to accessing other substance use treatment, patient autonomy over participation in smoking cessation treatment and the potential for less covert smoking and associated risks. Risks include ongoing physical and mental health harms of smoking, potentially poorer other substance use treatment outcomes, risks of tobacco relapse to other clients and secondhand smoke exposure to staff and other clients. Further research will be needed to explore the impacts of this policy change and evaluate the potential role for other smoking cessation innovations, including expansion of nicotine replacement options such as provision of nicotine electronic cigarette devices.",Tobacco control,2025,Natasha Caton; Mark Lysyshyn; Nicole Cowan; Evan Wood,smoking relate illness historically major cause death person substance use disorder smoking cessation potential support improve substance use disorder outcome improve physical mental health outcome person receive substance use disorder treatment tobacco abstinence orient policy substance use disorder care setting create barrier client uninterested quit smoking able access potentially lifesave substance use disorder treatment british columbia drug toxicity crisis lead cause unnatural death reduce barrier access substance use disorder treatment key public health priority present < b > reflection consideration withdrawal management setting</b > smoking policy change facility review potential benefit harm permissive smoking policy substance use disorder care environment benefit include elimination barrier access substance use treatment patient autonomy participation smoking cessation treatment potential covert smoking associated risk risk include ongoing physical mental health harm smoking potentially poor substance use treatment outcome risk tobacco relapse client secondhand smoke exposure staff client research need explore impact policy change evaluate potential role smoking cessation innovation include expansion nicotine replacement option provision nicotine electronic cigarette device,review,review,,,
40555494,[A case of young adult with neck lymphoma presenting with recurrent syncope as the initial symptom and literature review].,"<b></b>Recurrent syncopal episodes associated with head and neck lymphoma are rarely reported. Through a typical case study, this article analyzes the clinical features of patients with neck lymphoma presenting with syncope as the initial symptom, aiming to improve understanding of this type of disease. By reviewing the clinical data of this patient with neck masses admitted for recurrent syncope in June 2023 and integrating findings with relevant literature, the clinical characteristics of this patient population is presented. The first symptoms of lymphoma presenting as syncope are relatively rare and often lead to misdiagnosis. Diagnosis is mainly based on pathological and immunohistochemical analysis.",Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology head and neck surgery,2025,Xin Xu; Jun Yao; Leifeng Liu; Haitao Qiu; Feng Jiang; Mei Xu,< b></b > recurrent syncopal episode associate head neck lymphoma rarely report typical case study article analyze clinical feature patient neck lymphoma present syncope initial symptom aim improve understanding type disease review clinical datum patient neck masse admit recurrent syncope june 2023 integrate finding relevant literature clinical characteristic patient population present symptom lymphoma present syncope relatively rare lead misdiagnosis diagnosis mainly base pathological immunohistochemical analysis,review; case_study,review; case_study,,,
40555492,[Analyzing the factors influencing speech recognition ability in patients with age-related hearing loss].,"<b>Objective:</b>To explore various factors influencing speech recognition ability in patients with age-related hearing loss（ARHL） and to investigate the correlation between speech recognition ability and cognitive function. <b>Methods:</b>This case-control study enrolled 150 ARHL patients（experimental group） and 132 normal-hearing controls. Participants underwent relevant assessments of auditory function, cognitive function, and tinnitus severity. Various statistical analyses were performed to evaluate the results. <b>Results:</b>①The PBmax and MoCA scores were significantly lower in the ARHL group compared to the control group（<i>P</i><0.05）. ②PBmax in the ARHL group was significantly influenced by multiple factors（<i>P</i><0.05）. ③Negative correlations were observed between PBmax in the ARHL group and age, degree of hearing loss, duration of the disease, duration of the worst hearing loss, smoking status, and tinnitus severity（<i>P</i><0.05）, while positive correlations were found between PBmax and education level, occupation type, frequency of verbal communication, and cognitive function level（<i>P</i><0.05）. ④Higher education level, frequent verbal communication, and high cognitive function level were protective factors for PBmax in ARHL patients（<i>P</i><0.05）, whereas the other factors were independent risk factors（<i>P</i><0.05）. ⑤A significant correlation was found between PBmax and MoCA scores in the ARHL group, and this correlation between cognitive function and speech recognition ability remained significant across different degrees of hearing loss（<0.05）. <b>Conclusion:</b>Speech recognition ability in ARHL patients is influenced by multiple factors. Cognitive function demonstrates a robust, bidirectional association with speech recognition ability, even after adjusting for hearing loss severity.",Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology head and neck surgery,2025,Weiguo Zhang; Shudong Yu,< b > objective:</b > explore factor influence speech recognition ability patient age relate hearing loss（arhl investigate correlation speech recognition ability cognitive function < b > methods:</b > case control study enrol 150 arhl patients（experimental group 132 normal hearing control participant undergo relevant assessment auditory function cognitive function tinnitus severity statistical analysis perform evaluate result < b > results:</b>①the pbmax moca score significantly low arhl group compare control group（<i > p</i><0.05 ②pbmax arhl group significantly influence multiple factors（<i > p</i><0.05 ③negative correlation observe pbmax arhl group age degree hearing loss duration disease duration bad hearing loss smoking status tinnitus severity（<i > p</i><0.05 positive correlation find pbmax education level occupation type frequency verbal communication cognitive function level（<i > p</i><0.05 ④higher education level frequent verbal communication high cognitive function level protective factor pbmax arhl patients（<i > p</i><0.05 factor independent risk factors（<i > p</i><0.05 ⑤a significant correlation find pbmax moca score arhl group correlation cognitive function speech recognition ability remain significant different degree hear loss（<0.05 < b > conclusion:</b > speech recognition ability arhl patient influence multiple factor cognitive function demonstrate robust bidirectional association speech recognition ability adjust hear loss severity,,,,,
40555489,"[Application of autologous pedicled nasal mucosal flaps by ""three-step"" strategy in repairing of cerebrospinal fluid leakage following transsphenoidal pituitary adenoma surgery].","<b>Objective:</b>To assess the efficacy of ""three-step"" strategy for preparing autologous pedicled nasal mucosal flaps in repairing cerebrospinal fluid（CSF） leaks following transsphenoidal pituitary adenoma surgery. <b>Methods:</b>A retrospective study was conducted on the clinical data of 25 patients who developed CSF leaks after transsphenoidal pituitary adenoma surgery at the First Affiliated Hospital of Kunming Medical University between July 2012 and June 2022. Surgical repair was selected step by step using nasal septal mucosal flap with either the posterior septal artery or septal branch of the sphenopalatine artery as the pedicle, or a pedicled middle turbinate mucosal flap. All patients underwent ≥2-year endoscopic follow-up to assess flap viability and CSF leak recurrence. <b>Results:</b>The median postoperative hospital stay was 4 days. Five patients developed intracranial infections postoperatively. The follow-up period ranged from 2 to 12 years. Nasal endoscopic examinations showed good mucosal flap growth, with no recurrence of CSF leakage in any of the patients. <b>Conclusion:</b>High-flow cerebrospinal fluid（CSF） leaks following pituitary tumor surgery pose significant challenges for clinical repair. Based on intraoperative nasal septal mucosal preservation and the condition of sellar base CSF leakage, the ""three-step"" strategy for preparing autologous pedicled nasal mucosal flaps-utilizing posterior septal artery, ethmoidal artery-based, or pedicled middle turbinate mucosal flaps sequentially-is a safe and effective repair method.",Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology head and neck surgery,2025,Shiyin Qin; Zhuohui Liu; Fengfeng Jia; Biao Ruan; Ruiqing Long,< b > objective:</b > assess efficacy step strategy prepare autologous pedicled nasal mucosal flap repair cerebrospinal fluid（csf leak follow transsphenoidal pituitary adenoma surgery < b > methods:</b > retrospective study conduct clinical datum 25 patient develop csf leak transsphenoidal pituitary adenoma surgery affiliated hospital kunming medical university july 2012 june 2022 surgical repair select step step nasal septal mucosal flap posterior septal artery septal branch sphenopalatine artery pedicle pedicled middle turbinate mucosal flap patient undergo ≥2 year endoscopic follow assess flap viability csf leak recurrence < b > results:</b > median postoperative hospital stay 4 day patient develop intracranial infection postoperatively follow period range 2 12 year nasal endoscopic examination show good mucosal flap growth recurrence csf leakage patient < b > conclusion:</b > high flow cerebrospinal fluid（csf leak follow pituitary tumor surgery pose significant challenge clinical repair base intraoperative nasal septal mucosal preservation condition sellar base csf leakage step strategy prepare autologous pedicled nasal mucosal flap utilize posterior septal artery ethmoidal artery base pedicle middle turbinate mucosal flap sequentially safe effective repair method,,,,,
40555488,[Mechanisms of enhanced noise susceptibility in waardenburg syndrome <i>Sox10 p.S100Rfs*9</i> mutant mice].,"<b>Objective:</b>To investigate the impact of Waardenburg syndrome（WS） -associated <i>Sox10 p.S100Rfs*9</i> mutation on inner ear function and its mechanism in noise-induced hearing impairment. <b>Methods:</b>A mice model carrying the <i>Sox10 p.S100Rfs*9</i> mutation was established using CRISPR-Cas9 gene editing technology. Auditory phenotypes were assessed under baseline conditions and after noise exposure（96 dB SPL, 2 hours）. Auditory brainstem response（ABR） tests were performed to evaluate hearing function, combined with immunofluorescence staining of cochlear basilar membrane whole-mounts to observe hair cells and ribbon synapses. Transcriptome sequencing was conducted to analyze molecular mechanisms. <b>Results:</b><i>Sox10 p.S100Rfs*9</i> heterozygous mice exhibited normal hearing thresholds with characteristic ventral pigmentation abnormalities under baseline conditions. Following noise exposure, mutant mice showed significantly higher ABR thresholds at 24 000 Hz compared to wild-type controls（[60.00±6.12]vs[48.13±4.28]dB SPL, <i>P</i><0.000 1）, and a significant reduction in ribbon synapses（CtBP2-positive puncta） in the basal turn（[55.0±2.3]vs[64.8±3.3]per inner hair cell, <i>P</i>=0.006 6）, while hair cell morphology and number remained intact. Transcriptome analysis revealed altered expression of genes involved in immune regulation, membrane structures, ion channels, and neuroactive ligand-receptor interactions. <b>Conclusion:</b>The <i>Sox10 p.S100Rfs*9</i> mutation does not alter baseline hearing function but significantly increases inner ear susceptibility to noise damage, primarily manifested as enhanced ribbon synapse vulnerability, especially in high-frequency regions. This gene-environment interaction reveals that <i>Sox10</i> haploinsufficiency may compromise noise tolerance by affecting synaptic stability and inner ear protective mechanisms. These findings provide new perspectives on the phenotypic heterogeneity in WS patients and theoretical basis for individualized noise protection strategies for patients carrying SOX10 mutations.",Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology head and neck surgery,2025,Yang Xiao; Li Li; Ken Lin; Dong Su; Yingqin Gao; Jing Ma; Tiesong Zhang,< b > objective:</b > investigate impact waardenburg syndrome（ws -associated < > sox10 p. s100rfs*9</i > mutation inner ear function mechanism noise induce hearing impairment < b > methods:</b > mice model carry < > sox10 p. s100rfs*9</i > mutation establish crispr cas9 gene editing technology auditory phenotype assess baseline condition noise exposure（96 db spl 2 hour auditory brainstem response（abr test perform evaluate hearing function combine immunofluorescence stain cochlear basilar membrane mount observe hair cell ribbon synapsis transcriptome sequence conduct analyze molecular mechanism < b > results:</b><i > sox10 p. s100rfs*9</i > heterozygous mouse exhibit normal hearing threshold characteristic ventral pigmentation abnormality baseline condition follow noise exposure mutant mouse show significantly high abr threshold 24 000 hz compare wild type controls（[60.00±6.12]vs[48.13±4.28]db spl < > p</i><0.000 1 significant reduction ribbon synapses（ctbp2 positive puncta basal turn（[55.0±2.3]vs[64.8±3.3]per inner hair cell < > p</i>=0.006 6 hair cell morphology number remain intact transcriptome analysis reveal altered expression gene involve immune regulation membrane structure ion channel neuroactive ligand receptor interaction < b > conclusion:</b > < > sox10 p. s100rfs*9</i > mutation alter baseline hearing function significantly increase inner ear susceptibility noise damage primarily manifest enhance ribbon synapse vulnerability especially high frequency region gene environment interaction reveal < > sox10</i > haploinsufficiency compromise noise tolerance affect synaptic stability inner ear protective mechanism finding provide new perspective phenotypic heterogeneity ws patient theoretical basis individualized noise protection strategy patient carry sox10 mutation,,,,,
40555485,[Analysis of factors related to voice training compliance].,"<b>Objective:</b>To explore the factors influencing adherence to voice therapy among patients with voice disorders in China. <b>Methods:</b>Patients with voice disorders who visited the Voice Therapy Center at Sun Yat-sen Memorial Hospital, Sun Yat-sen University, from February to May 2022 were enrolled in the study. Adherence was assessed using the URICA-Voice scale, while influencing factors were assessed through the Voice Handicap Index（VHI） scale and a general information questionnaire. Correlation analysis was conducted using univariate and multivariate logistic regression analysis. <b>Results:</b>A total of 247 patients were included in the study, comprising 57 males（23.08%） and 190 females（76.92%）. The results revealed that: ①Female patients demonstrated higher likelihood of being in the contemplation stage（<i>OR</i>=0.22） compared to males. ②Patients with a monthly family income per capita>6 000 yuan were more likely to be in the contemplation stage than those with<3 000 yuan with an <i>OR</i> = 13.94. ③High vocal-demand occupations increased contemplation stage probability（<i>OR</i>=7.70） compared to moderate-demand occupations. ④Residence within 30-minute commute predicted action/maintenance stages（<i>OR</i>=7.14） versus≥60-minute commute. ⑤Patients whose occupations had high voice demands were more likely to be in the action and maintenance stages than those with average voice demands, with an <i>OR</i> of 16.20. <b>Conclusion:</b>Gender, monthly family income per capita, occupational voice demands, and distance to the hospital significantly impact the URICA-Voice compliance stages of patients. Patients who are female, have higher family income, have occupations with high voice demands, and live closer to the hospital exhibit higher compliance with voice training.",Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology head and neck surgery,2025,Caipeng Liu; Jinshan Yang; Wenjun Chen; Xin Zou; Yajing Wang; Yiqing Zheng; Faya Liang,< b > objective:</b > explore factor influence adherence voice therapy patient voice disorder china < b > methods:</b > patient voice disorder visit voice therapy center sun yat sen memorial hospital sun yat sen university february 2022 enrol study adherence assess urica voice scale influence factor assess voice handicap index（vhi scale general information questionnaire correlation analysis conduct univariate multivariate logistic regression analysis < b > results:</b > total 247 patient include study comprise 57 males（23.08 190 females（76.92 result reveal ①female patient demonstrate high likelihood contemplation stage（<i > or</i>=0.22 compare male ②patient monthly family income capita>6 000 yuan likely contemplation stage with<3 000 yuan < > or</i > = 13.94 ③high vocal demand occupation increase contemplation stage probability（<i > or</i>=7.70 compare moderate demand occupation ④residence 30 minute commute predict action maintenance stages（<i > or</i>=7.14 versus≥60 minute commute ⑤patient occupation high voice demand likely action maintenance stage average voice demand < > or</i > 16.20 < b > conclusion:</b > gender monthly family income capita occupational voice demand distance hospital significantly impact urica voice compliance stage patient patient female high family income occupation high voice demand live close hospital exhibit high compliance voice training,,,,,
40555484,[Analysis and clinical characteristics of <i>SLC26A4</i> gene mutations in 72 cases of large vestibular aqueduct syndrome].,"<b>Objective:</b>To explore the genetic and clinical characteristics of Guizhou patients with enlarged vestibular aqueduct（EVA） syndrome through combined <i>SLC26A4</i> variant analysis and clinical phenotype analysis. <b>Methods:</b>Seventy-two EVA patients underwent comprehensive genetic testing using a multiplex PCR-based deafness gene panel and next-generation sequencing（NGS）. The audiological and temporal bone imaging characteristics were compared across mutation subtypes. <b>Results:</b>A total of 27 pathogenic loci of <i>SLC26A4</i> were detected in 72 patients, including c.919-2A>G in 79.2%（57/72）. A novel deletion（c.1703_1707+6del） was discovered. Among 65 cases, truncated mutations were 89.2%（58/65）, 52.3%（34/65）, 28（43.1%） and 7（10.8%）. No significant differences were observed in the midpoint diameter of the vestibular aqueduct and the incidence of incomplete partitioning typeⅡ（IP-Ⅱ） of the cochlea among the three groups of patients. Moreover, there was no difference in the midpoint diameter of different vestibular pipes or the combination with IP-Ⅱ. <b>Conclusion:</b>The most common mutation site of <i>SLC26A4</i> in EVA patients in Guizhou is c.919-2A>G, though genotype-phenotype correlations remain elusive. The detection of 27 mutation sites and the discovery of new mutation sites suggested the precise diagnostic significance of NGS technology in EVA patients in Guizhou.",Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology head and neck surgery,2025,Yuqing Liu; Wenyu Xiong; Yu Lu; Lisong Liang; Kejie Yang; Li Lan; Wei Han; Qing Ye; Min Wang; Yuan Zhang; Fangying Tao; Zuwei Cao; Wei Huang; Xue Yang,< b > objective:</b > explore genetic clinical characteristic guizhou patient enlarge vestibular aqueduct（eva syndrome combined < > slc26a4</i > variant analysis clinical phenotype analysis < b > methods:</b > seventy eva patient undergo comprehensive genetic testing multiplex pcr base deafness gene panel generation sequencing（ng audiological temporal bone imaging characteristic compare mutation subtype < b > results:</b > total 27 pathogenic loci < > slc26a4</i > detect 72 patient include c.919 2a > g 79.2%（57/72 novel deletion（c.1703_1707 + 6del discover 65 case truncated mutation 89.2%（58/65 52.3%（34/65 28（43.1 7（10.8 significant difference observe midpoint diameter vestibular aqueduct incidence incomplete partition typeⅱ（ip-ⅱ cochlea group patient difference midpoint diameter different vestibular pipe combination ip-ⅱ. < b > conclusion:</b > common mutation site < > slc26a4</i > eva patient guizhou c.919 2a > g genotype phenotype correlation remain elusive detection 27 mutation site discovery new mutation site suggest precise diagnostic significance ngs technology eva patient guizhou,,,,,
40555479,Associations between neighbourhood socioeconomic disadvantage and psychological distress among Australian adults: longitudinal analysis of the HILDA survey (2007-2021).,"Mental disorders contribute substantially to the global burden of disease. The neighbourhood socioeconomic environment is a key determinant of mental health, even after accounting for individual-level socioeconomic factors. However, few longitudinal studies have examined this relationship. This study examined longitudinal associations between neighbourhood socioeconomic disadvantage and psychological distress from three perspectives: overall associations, trends over time and changing neighbourhood exposures. Data were from the Household, Income and Labour Dynamics in Australia Survey wave 7 (2007) to wave 21 (2021), a nationally representative household-based cohort study, including 109 604 observations. Mental health was assessed using the Kessler Psychological Distress Scale (K10), analysed as a continuous variable, score range 10-50. Neighbourhood socioeconomic disadvantage was measured using derived spatially and temporally consistent census-based data, analysed in quintiles. Multilevel and fixed effects linear regression models were used. Psychological distress increased with neighbourhood socioeconomic disadvantage, with K10 scores 1.35 points higher (95% CI 1.14 to 1.55) in the most disadvantaged neighbourhoods compared with the least. However, the rate of change in distress over time did not vary by neighbourhood disadvantage. An association was observed between changes in disadvantage and changes in psychological distress for the most socioeconomically disadvantaged neighbourhoods. The findings from nationally representative longitudinal data show that individuals living in more disadvantaged neighbourhoods consistently experienced higher psychological distress compared with those in less disadvantaged neighbourhoods. These inequalities remained stable over time, and limited evidence of change suggests that the association may reflect persistent differences between individuals living in different neighbourhoods.",Journal of epidemiology and community health,2025,Rebecca A Reid; Suzanne Mavoa; Julia Gilmartin-Thomas; Sarah Foster; Jerome N Rachele,mental disorder contribute substantially global burden disease neighbourhood socioeconomic environment key determinant mental health account individual level socioeconomic factor longitudinal study examine relationship study examine longitudinal association neighbourhood socioeconomic disadvantage psychological distress perspective overall association trend time change neighbourhood exposure datum household income labour dynamics australia survey wave 7 2007 wave 21 2021 nationally representative household base cohort study include 109 604 observation mental health assess kessler psychological distress scale k10 analyse continuous variable score range 10 50 neighbourhood socioeconomic disadvantage measure derive spatially temporally consistent census base datum analyse quintile multilevel fix effect linear regression model psychological distress increase neighbourhood socioeconomic disadvantage k10 score 1.35 point high 95 ci 1.14 1.55 disadvantaged neighbourhood compare rate change distress time vary neighbourhood disadvantage association observe change disadvantage change psychological distress socioeconomically disadvantaged neighbourhood finding nationally representative longitudinal datum individual live disadvantaged neighbourhood consistently experience high psychological distress compare disadvantaged neighbourhood inequality remain stable time limited evidence change suggest association reflect persistent difference individual live different neighbourhood,observational,observational,,,
40555475,Cerebral venography and manometry: indications and techniques for success.,"Cerebral venography remains an important tool in neurovascular practice despite the increasing reliance on non-invasive imaging modalities such as CT and MR venography. While catheter venography is no longer the primary diagnostic method for cerebrovenous disorders, its role has evolved alongside the expanding indications for intracranial venous interventions. This work explores the indications, technical considerations, and clinical utility of catheter venography and venous manometry in the evaluation and management of cerebrovenous diseases. It highlights the evolving role of venous interventions in neurointerventional practice and provides insights into optimizing procedural outcomes.",Journal of neurointerventional surgery,2025,Mohamad Abdalkader; Thanh N Nguyen; Eytan Raz; Sami Al Kasab; Matthew Robert Amans; Maksim Shapiro; Vivek Yedavalli; Athos Patsalides; Kyle M Fargen; Ferdinand K Hui,cerebral venography remain important tool neurovascular practice despite increase reliance non invasive imaging modality ct mr venography catheter venography long primary diagnostic method cerebrovenous disorder role evolve alongside expand indication intracranial venous intervention work explore indication technical consideration clinical utility catheter venography venous manometry evaluation management cerebrovenous disease highlight evolve role venous intervention neurointerventional practice provide insight optimize procedural outcome,,,,,
40555472,Inhibition of spreading depolarizations by targeting GABA<sub>A</sub> receptors and voltage-gated sodium channels improves neurological deficits in rats with traumatic brain injury.,"Spreading depolarizations (SDs) are frequently observed in patients with traumatic brain injury (TBI). Current research on inhibiting SDs primarily focuses on single targets; however, the efficacy and safety of this approach remain controversial. Effects of a novel compound, CTMB, on both GABA<sub>A</sub> receptors and voltage-regulated sodium channels (Na<sub>V</sub>s) was assessed by whole-cell patch-clamp experiments. Protection against mechanical scratch injury by CTMB or d-bicuculline, a competitive GABA<sub>A</sub> antagonist, was assessed using cultures of HT22 cells. In vivo, short- and long-term neurobehavioural performance of male Sprague-Dawley rats were evaluated following treatment with different doses of CTMB, 2 h after TBI. Western blots, RT-qPCR and immunohistochemical assays were used to explore mechanisms underlying the effects of CTMB. CTMB was an allosteric agonist at GABA<sub>A</sub> receptors and inhibited Na<sub>V</sub>s, thereby increasing the threshold for SDs and potentially suppressing their initiation and propagation. During the subacute phase, CTMB restored the balance between excitation and inhibition, preventing neuron injury and loss by suppressing mitochondria-involved apoptosis. In the recovery phase, CTMB promoted synaptogenesis and synaptic plasticity in the hippocampus by activating the BDNF/TrkB/CREB pathway. In TBI rats, CTMB enhanced neurological function, reducing epilepsy incidence and mortality, and prolonging survival times. Targeting both Na<sub>V</sub>s and GABA<sub>A</sub> receptors can overcome limitations associated with single-target approaches, providing valuable insights and critical clues for drug discovery in TBI and offering a promising therapeutic strategy for other neurological disorders involving SDs, such as stroke and subarachnoid haemorrhage.",British journal of pharmacology,2025,Ruijie Yan; Qi Liu; Di Zhang; Kai Li; Yue Li; Yao Nie; Yingying Zhang; Pengyu Li; Shengjun Mao; Hui Li,spread depolarization sds frequently observe patient traumatic brain injury tbi current research inhibit sd primarily focus single target efficacy safety approach remain controversial effect novel compound ctmb gaba < sub > a</sub > receptor voltage regulate sodium channel na < sub > v</sub > s assess cell patch clamp experiment protection mechanical scratch injury ctmb d bicuculline competitive gaba < sub > a</sub > antagonist assess culture ht22 cell vivo short- long term neurobehavioural performance male sprague dawley rat evaluate follow treatment different dose ctmb 2 h tbi western blot rt qpcr immunohistochemical assay explore mechanism underlie effect ctmb ctmb allosteric agonist gaba < sub > a</sub > receptor inhibited na < sub > v</sub > s increase threshold sd potentially suppress initiation propagation subacute phase ctmb restore balance excitation inhibition prevent neuron injury loss suppress mitochondria involve apoptosis recovery phase ctmb promote synaptogenesis synaptic plasticity hippocampus activate bdnf trkb creb pathway tbi rat ctmb enhance neurological function reduce epilepsy incidence mortality prolong survival time target na < sub > v</sub > s gaba < sub > a</sub > receptor overcome limitation associate single target approach provide valuable insight critical clue drug discovery tbi offer promising therapeutic strategy neurological disorder involve sd stroke subarachnoid haemorrhage,clinical_trial,clinical_trial,,,
40555467,Long-Read Sequencing Expands the Genotypic Spectrum of Patients With Mucopolysaccharidosis Type II.,"The substantial genetic heterogeneity associated with mucopolysaccharidosis type II (MPS II) poses major challenges to current genetic testing. A comprehensive analysis of MPS II (CAMPS II), integrating long-range PCR with long-read sequencing (LRS), was established to identify IDS variants in 92 patients with clinically suspected MPS II. Comparative analysis against conventional genetic testing including multiplex ligation-dependent probe amplification (MLPA) and Sanger sequencing revealed concordant results in 75% (69/92) of cases, with discordant results in 25% (23/92) of cases. Among 23 discordant cases, CAMPS II newly identified IDS variants in 18 patients and enhanced variant detection in five patients. The diagnostic yield of CAMPS II for pathogenic variants was 82.6% (76/92), significantly higher than 66.3% (61/92) with conventional methods. CAMPS II expanded the genotypic spectrum in 92 probands, including 79.3% (73/92) SNVs/Indels, 15.2% (14/92) IDS/IDSP1 inversions, 2.2% (2/92) complete IDS deletions, 2.2% (2/92) gross deletions/duplications, and 1.1% (1/92) IDS/IDSP1 deletions. Moreover, 14.1% (13/92) of the patients carried novel variants. Junction characterization in 15 patients with complex rearrangement revealed hotspot regions prone to inversion and conversion events. Above all, this study highlights the advantages of CAMPS II in identifying diverse IDS variants, improving diagnostic yields, and identifying carrier status.",Journal of inherited metabolic disease,2025,Na Hao; Fengxia Yao; Danhua Li; Jingwen Zhou; Weimin Zhang; Aiping Mao; Zhixin Tian; Fei Zhao; Juntao Liu,substantial genetic heterogeneity associate mucopolysaccharidosis type ii mps ii pose major challenge current genetic testing comprehensive analysis mps ii camps ii integrate long range pcr long read sequence lrs establish identify ids variant 92 patient clinically suspect mps ii comparative analysis conventional genetic testing include multiplex ligation dependent probe amplification mlpa sanger sequence reveal concordant result 75 69/92 case discordant result 25 23/92 case 23 discordant case camps ii newly identify ids variant 18 patient enhance variant detection patient diagnostic yield camps ii pathogenic variant 82.6 76/92 significantly high 66.3 61/92 conventional method camps ii expand genotypic spectrum 92 proband include 79.3 73/92 snvs indels 15.2 14/92 ids idsp1 inversion 2.2 2/92 complete ids deletion 2.2 2/92 gross deletion duplication 1.1 1/92 ids idsp1 deletion 14.1 13/92 patient carry novel variant junction characterization 15 patient complex rearrangement reveal hotspot region prone inversion conversion event study highlight advantage camps ii identify diverse ids variant improve diagnostic yield identify carrier status,,,,,
